name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"8.682278, -82.263072",2024-11-14T06:00:00,24,24,23,94.15,0,0,rain,0,0,27.7,1.8,200.1,1009,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T07:00:00,24.1,24.1,23.8,98.01,0.5,100,rain,0,0,31,0.9,70,1010.4,93.7,3.4,10,0,0,10,"Rain, Overcast",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T08:00:00,24,24,23,94.15,0,0,rain,0,0,33.5,3.6,208.1,1010,89,1,93.6,0.3,1,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T09:00:00,24,24,23,94.15,0,0,rain,0,0,34.2,7.6,180,1011,89,1,280.4,1,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T10:00:00,23.8,23.8,23.1,96.06,0,0,rain,0,0,34.9,5.8,190,1011.8,93.7,2.9,275.4,1,3,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T11:00:00,23,23,22,94.11,0,0,rain,0,0,33.5,13,190,1011,89,1,264.7,1,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T12:00:00,24,24,23,94.15,0,0,rain,0,0,33.5,16.6,180,1011,89,2,316.6,1.1,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T13:00:00,23.3,23.3,22.2,93.85,13,100,rain,0,0,31.7,8.5,150,1010.8,93.7,5,237,0.9,2,10,"Rain, Overcast",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T14:00:00,23,23,22,94.11,0,0,rain,0,0,35.6,7.6,140,1010,89,1,411.1,1.5,4,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T15:00:00,22,22,22,100,0,0,rain,0,0,36.7,7.6,210,1009,89,1,352.1,1.3,4,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T16:00:00,22.5,22.5,21.6,94.91,0,0,rain,0,0,36.7,7.2,162,1008.5,93.7,3.5,212.2,0.8,2,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T17:00:00,20.3,20.3,18.5,89.41,0,0,rain,0,0,31,6.1,198.9,1010,100,0,87.8,0.3,1,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-14T18:00:00,22,22,21,94.06,0,0,rain,0,0,28.4,9.4,50,1009,89,2,24.9,0.1,0,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T19:00:00,22,22,21.3,95.73,25,100,rain,0,0,27.4,1.9,70,1010.5,93.7,2.5,0,0,0,10,"Rain, Overcast",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T20:00:00,22,22,22,100,0,0,rain,0,0,27.7,5.4,60,1011,89,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T21:00:00,22,22,22,100,0,0,,0,0,25.6,9.4,30,1011,89,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T22:00:00,22.1,22.1,22,99.13,0,0,,0,0,25.2,2.8,100,1012.2,93.7,6.9,0,0,0,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-14T23:00:00,19.1,19.1,18.8,98.14,0,0,rain,0,0,25.6,6.1,198,1014,99.2,1,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-15T00:00:00,18.9,18.9,18.7,98.76,0,0,,0,0,24.8,6.5,202,1013,99,0.8,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-15T01:00:00,20,20,19.8,98.77,0,0,rain,0,0,25.9,7.2,201.3,1012,99.6,0.1,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-15T02:00:00,19.9,19.9,19.7,98.77,0,0,rain,0,0,27.4,7.2,203.8,1012,100,0.1,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-15T03:00:00,20,20,19.8,98.77,0,0,,0,0,27.4,7.2,207.1,1011,99.8,0,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-15T04:00:00,20,20,19.8,98.77,0,0,,0,0,27,7.2,206.9,1011,100,0,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-15T05:00:00,19.3,19.3,19,98.15,0,0,rain,0,0,28.4,7.6,206.7,1011,100,0,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-15T06:00:00,22,22,21,94.06,0,0,,0,0,28.8,7.6,30,1010,89,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T07:00:00,22,22,21,94.34,11,100,rain,0,0,28.8,1.9,70,1010.6,89,14.2,8.8,0,0,10,"Rain, Partially cloudy",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T08:00:00,23,23,22,94.11,0,0,rain,0,0,28.4,5.4,40,1011,50,10,69.4,0.2,1,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T09:00:00,26,26,22,78.64,0,0,rain,0,0,29.2,1.8,208.6,1011,27.4,10,196.8,0.7,2,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T10:00:00,28.3,31.9,23.3,74.35,0,0,rain,0,0,29.9,9.3,210,1011.5,64.3,14.8,254.8,0.9,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T11:00:00,28,31.3,23,74.3,0,0,rain,0,0,29.2,11.2,230,1011,50,10,419.3,1.5,4,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T12:00:00,27,29.6,23,78.78,0,0,rain,0,0,29.9,14.8,230,1010,50,9,656.3,2.4,7,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T13:00:00,28.3,32.2,23.7,76.3,0.3,100,rain,0,0,30.6,14.8,220,1009.5,73.9,14.8,398.7,1.4,4,10,"Rain, Partially cloudy",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T14:00:00,26,26,23,83.57,0,0,rain,0,0,33.1,13,210,1009,89,8,327.6,1.2,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T15:00:00,25,25,23,88.68,0,0,rain,0,0,34.9,13,220,1008,50,5,345.4,1.2,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T16:00:00,24.3,24.3,23.4,94.7,0,0,rain,0,0,31.7,8.5,195,1008.6,93.7,3,265,1,3,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T17:00:00,25,25,24,94.19,0,0,rain,0,0,29.5,3.6,209.5,1008,89,8,176.7,0.6,2,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T18:00:00,24,24,23,94.15,0,0,rain,0,0,25.6,3.6,310,1008,89,3,32.2,0.1,0,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T19:00:00,24,24,23.3,95.52,5,100,rain,0,0,22.7,2.8,230,1008.8,93.7,4,0,0,0,10,"Rain, Overcast",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T20:00:00,24,24,23,94.15,0,0,rain,0,0,22,3.6,209.9,1009,100,8,0,0,0,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T21:00:00,24,24,23,94.15,0,0,rain,0,0,20.5,1.8,208.3,1009,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T22:00:00,23.9,23.9,23,94.96,0,0,rain,0,0,20.2,1.9,80,1010.4,93.7,14.8,0,0,0,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-15T23:00:00,20.1,20.1,19.5,96.35,0,0,rain,0,0,18.7,5,207.2,1012,99.8,0.9,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T00:00:00,20.2,20.2,19.6,96.35,0,0,rain,0,0,17.3,4.7,205.3,1012,100,0.8,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T01:00:00,20,20,19.5,96.95,0,0,rain,0,0,16.6,4,203.7,1012,99.8,0.7,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T02:00:00,19.9,19.9,19.4,96.94,0,0,rain,0,0,16.2,3.6,205.3,1011,99.6,0.7,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T03:00:00,19.8,19.8,19.3,96.94,0,0,,0,0,14.4,4,207.9,1011,99.6,0.8,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T04:00:00,19.4,19.4,19,97.54,0,0,rain,0,0,17.3,4.3,205.9,1011,99.1,0.7,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T05:00:00,19.4,19.4,19.2,98.76,0,0,,0,0,19.1,4.3,200,1011,99.8,0.4,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T06:00:00,23,23,23,100,0,0,,0,0,22,1.8,208.4,1009,100,9,0,0,0,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T07:00:00,23.1,23.1,23,99.14,0.4,100,rain,0,0,23.8,0,0,1010.2,100,8.5,8.1,0,0,10,"Rain, Overcast",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T08:00:00,19.8,19.8,19.2,96.34,0,0,,0,0,25.9,6.8,206.7,1013,99.2,0.7,74.9,0.3,1,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-16T09:00:00,24,24,23,94.15,0,0,rain,0,0,25.9,5.4,240,1011,89,8,173.8,0.6,2,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T10:00:00,24.9,24.9,23.3,90.74,0,0,rain,0,0,25.2,11.2,246,1012.2,100,7.5,306.1,1.1,3,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T11:00:00,26,26,23,83.57,0,0,rain,0,0,25.2,13,250,1012,100,10,484.2,1.7,5,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T12:00:00,26,26,23,83.57,0,0,rain,0,0,26.6,13,260,1011,100,7,531.1,1.9,5,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T13:00:00,26,26,24.1,89.27,0.4,100,rain,0,0,27.7,14.8,240,1010.5,93.7,8,540.9,1.9,5,10,"Rain, Overcast",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T14:00:00,26,26,24,88.76,0,0,rain,0,0,29.2,11.2,250,1009,50,9,506.6,1.8,5,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T15:00:00,26,26,24,88.76,0,0,rain,0,0,29.5,16.6,230,1008,50,5,360.2,1.3,4,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T16:00:00,25.5,25.5,24.1,92.34,0,0,rain,0,0,30.2,24,210,1008.8,69.1,8.5,266.7,1,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T17:00:00,26,26,23,83.57,0,0,rain,0,0,27,16.6,220,1008,50,9,95.2,0.3,1,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T18:00:00,25,25,23,88.68,0,0,rain,0,0,20.5,18.4,230,1008,89,7,31,0.1,0,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T19:00:00,24,24,23.3,95.79,1,100,rain,0,0,10.4,14.8,230,1009.5,93.7,6,0,0,0,10,"Rain, Overcast",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T20:00:00,24,24,23,94.15,0,0,rain,0,0,10.4,14.8,260,1010,89,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T21:00:00,24,24,23,94.15,0,0,rain,0,0,9.4,5.4,300,1010,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T22:00:00,23.3,23.3,22.9,97.72,0,0,rain,0,0,8.3,2.8,230,1011.3,93.7,14.8,0,0,0,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-16T23:00:00,19.4,19.4,19.2,98.76,0,0,rain,0,0,7.6,5,194,1013,90.7,0.6,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-17T00:00:00,19.2,19.2,19.1,99.38,0,0,rain,0,0,7.9,5,187.1,1013,93.4,0,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-17T01:00:00,19.3,19.3,19.1,98.76,0,0,,0,0,5.8,4,188.9,1012,97.4,0.1,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-17T02:00:00,19.2,19.2,19,98.76,0,0,,0,0,6.5,4.7,190.6,1012,94.9,0,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-17T03:00:00,19.2,19.2,19,98.76,0,0,,0,0,7.2,5,191.1,1011,92.9,0,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-17T04:00:00,19,19,18.8,98.76,0,0,,0,0,7.6,5,193.8,1011,86.8,0.6,0,0,0,10,Partially cloudy,fog,remote
"8.682278, -82.263072",2024-11-17T05:00:00,18.9,18.9,18.7,98.76,0,0,,0,0,7.2,4.7,200.8,1012,88.8,0.7,0,0,0,10,Partially cloudy,fog,remote
"8.682278, -82.263072",2024-11-17T06:00:00,23,23,23,100,0,0,rain,0,0,6.5,1.8,50,1009,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T07:00:00,23.3,23.3,22.9,97.72,0.2,100,rain,0,0,6.8,0.9,196.9,1010.4,73.9,14.8,5,0,0,10,"Rain, Partially cloudy",rain,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T08:00:00,24,24,23,94.15,0,0,rain,0,0,7.2,1.8,198.3,1011,50,10,43,0.2,0,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T09:00:00,25,25,23,88.68,0,0,rain,0,0,6.8,1.8,193.5,1011,50,10,131,0.5,1,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T10:00:00,26.3,26.3,23.1,82.88,0,0,rain,0,0,6.1,4,280,1012.2,73.9,14.8,229,0.8,2,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T11:00:00,27,29.6,23,78.78,0,0,rain,0,0,6.1,11.2,230,1012,50,10,292,1.1,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T12:00:00,28,31.3,23,74.3,0,0,rain,0,0,6.8,11.2,220,1011,50,10,296,1.1,3,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T13:00:00,28.5,32.2,23.1,72.69,0,0,rain,0,0,6.8,17.4,215,1010.6,73.9,9.5,244,0.9,2,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T14:00:00,28,31.3,23,74.3,0,0,rain,0,0,7.6,16.6,230,1010,50,10,222,0.8,2,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T15:00:00,27,29.6,23,78.78,0,0,rain,0,0,7.2,11.2,199,1009,50,10,163,0.6,2,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T16:00:00,27,29.2,22,74.14,0,0,rain,0,0,7.9,15.5,215,1008,93.7,9,99,0.4,1,10,Overcast,cloudy,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T17:00:00,26,26,23,83.57,0,0,rain,0,0,6.1,13,220,1008,89,9,44,0.2,0,10,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-17T18:00:00,26,26,22,78.63,0,0,rain,0,0,4.3,7.6,230,1009,88,9,11,0,0,10,Partially cloudy,partly-cloudy-day,MPDA
"8.682278, -82.263072",2024-11-17T19:00:00,24,24,23,94.15,0,0,rain,0,0,10.1,7.6,330,1009,88,8,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-17T20:00:00,24,24,23,94.15,0,0,rain,0,0,7.2,3.6,215.7,1010,88,8,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-17T21:00:00,24,24,23,94.15,0,0,,0,0,7.6,3.6,20.7,1011,88,9,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-17T22:00:00,24,24,23,94.15,0,0,,0,0,7.9,5.4,300,1012,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-17T23:00:00,19.9,19.9,19.6,98.16,0,0,rain,0,0,7.9,0.7,39.2,1015,96.8,0.7,0,0,0,10,Overcast,fog,remote
"8.682278, -82.263072",2024-11-18T00:00:00,19.8,19.8,19.6,98.77,0.1,100,rain,0,0,8.3,2.2,18,1014,94.8,4.8,0,0,0,10,"Rain, Overcast",rain,remote
"8.682278, -82.263072",2024-11-18T01:00:00,19.9,19.9,19.6,98.16,0.3,100,rain,0,0,6.8,2.9,33.3,1014,100,0.8,0,0,0,10,"Rain, Overcast",rain,remote
"8.682278, -82.263072",2024-11-18T02:00:00,19.7,19.7,19.5,98.77,0.1,100,rain,0,0,11.9,2.2,40.4,1013,80,0.7,0,0,0,10,"Rain, Partially cloudy",rain,remote
"8.682278, -82.263072",2024-11-18T03:00:00,19.5,19.5,19.3,98.76,0.1,100,rain,0,0,9.7,1.8,45.1,1012,75.7,0.8,0,0,0,10,"Rain, Partially cloudy",rain,remote
"8.682278, -82.263072",2024-11-18T04:00:00,19.6,19.6,19.3,98.15,0,0,,0,0,8.3,1.8,27.4,1012,80.2,4.8,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"8.682278, -82.263072",2024-11-18T05:00:00,19.4,19.4,19.2,98.76,0,0,,0,0,7.6,1.4,11.2,1012,89.7,4.9,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"8.682278, -82.263072",2024-11-18T06:00:00,23,23,23,100,0,0,,0,0,9.7,0,0,1009,50,7,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-18T07:00:00,23,23,23,100,0,0,rain,0,0,11.5,1.8,18.8,1010,50,3,14.2,0.1,0,10,Partially cloudy,partly-cloudy-day,MPDA
"8.682278, -82.263072",2024-11-18T08:00:00,24,24,23,94.15,0,0,rain,0,0,15.1,7.6,290,1010,88,10,143.9,0.5,1,10,Partially cloudy,partly-cloudy-day,MPDA
"8.682278, -82.263072",2024-11-18T09:00:00,25,25,23,88.68,0.1,100,rain,0,0,17.3,7.6,330,1011,88,10,263.7,0.9,3,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-18T10:00:00,26,26,23,83.56,0.2,100,rain,0,0,20.5,7.6,57.6,1011,50,10,522.7,1.9,5,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-18T11:00:00,27,29.5,23,78.77,0.2,100,rain,0,0,22,9.4,260,1011,50,10,695.5,2.5,7,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-18T12:00:00,29,33.5,24,74.46,0.3,100,rain,0,0,23,11.2,260,1011,88,10,686.6,2.5,7,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-18T13:00:00,29,33.5,24,74.46,0.2,100,rain,0,0,24.8,13,230,1010,50,10,747.6,2.7,7,30,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-18T14:00:00,29,33.5,24,74.46,0.9,100,rain,0,0,24.1,14.8,230,1009,50,10,629.2,2.3,6,30,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-18T15:00:00,23.4,23.4,21.1,86.93,1.4,100,rain,0,0,26.3,2.2,96.8,1011,94.5,1.7,455.4,1.6,5,30,"Rain, Overcast",rain,remote
"8.682278, -82.263072",2024-11-18T16:00:00,27,30.1,24,83.68,0,0,rain,0,0,22.7,20.5,220,1007,50,8,344.3,1.2,3,30,Partially cloudy,partly-cloudy-day,"MPDA,78793099999"
"8.682278, -82.263072",2024-11-18T17:00:00,26,26,24,88.75,0.2,100,rain,0,0,19.4,14.8,220,1007,88,7,143.3,0.5,1,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-18T18:00:00,25,25,24,94.19,0,0,rain,0,0,14.4,7.6,250,1007,88,7,49.9,0.2,0,10,Partially cloudy,partly-cloudy-day,MPDA
"8.682278, -82.263072",2024-11-18T19:00:00,25,25,24,94.19,0,0,rain,0,0,10.4,7.6,320,1008,88,9,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-18T20:00:00,25,25,24,94.19,0,0,,0,0,12.2,3.6,53.2,1010,50,9,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-18T21:00:00,25,25,24,94.19,0,0,,0,0,13.3,7.6,280,1010,50,9,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-18T22:00:00,24,24,23,94.15,0,0,rain,0,0,14,9.4,270,1010,50,9,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-18T23:00:00,19.9,19.9,19.5,97.55,0.1,100,rain,0,0,13.7,2.9,40.8,1014,83.8,24.1,0,0,0,10,"Rain, Partially cloudy",rain,remote
"8.682278, -82.263072",2024-11-19T00:00:00,19.6,19.6,19.4,98.76,0,0,,0,0,12.2,3.2,40.2,1014,84.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"8.682278, -82.263072",2024-11-19T01:00:00,20,20,19.7,98.16,0,0,,0,0,11.2,2.5,34.4,1013,85,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"8.682278, -82.263072",2024-11-19T02:00:00,19.6,19.6,19.3,98.15,0.1,100,rain,0,0,15.1,4,17.6,1013,96.6,24.1,0,0,0,10,"Rain, Overcast",rain,remote
"8.682278, -82.263072",2024-11-19T03:00:00,19.8,19.8,19.5,98.15,0,0,,0,0,15.8,4.7,11.4,1013,98.1,24.1,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-19T04:00:00,19.8,19.8,19.6,98.77,0,0,,0,0,16.2,5,14.5,1012,98.5,24.1,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-19T05:00:00,18.7,18.7,18.7,100,0,0,,0,0,18,4.7,15.1,1013,95.8,24.1,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-19T06:00:00,23,23,23,100,0,0,,0,0,18.4,5.4,340,1010,25,10,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-19T07:00:00,23,23,23,100,0,0,,0,0,16.9,3.6,13.9,1010,25,10,13.4,0,0,10,Partially cloudy,partly-cloudy-day,MPDA
"8.682278, -82.263072",2024-11-19T08:00:00,25,25,24,94.19,0,0,,0,0,17.3,5.4,280,1011,50,10,158.3,0.6,2,10,Partially cloudy,partly-cloudy-day,MPDA
"8.682278, -82.263072",2024-11-19T09:00:00,26,26,23,83.56,0.1,100,rain,0,0,22.3,5.4,280,1012,25,10,374.3,1.3,4,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T10:00:00,27,30,24,83.67,0.2,100,rain,0,0,24.1,9.4,280,1012,50,10,534.6,1.9,5,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T11:00:00,23.9,23.9,19.2,75,0.2,100,rain,0,0,23.8,4,48.2,1015,60.1,7.8,623.5,2.2,6,10,"Rain, Partially cloudy",rain,remote
"8.682278, -82.263072",2024-11-19T12:00:00,29,33.5,24,74.46,0.1,100,rain,0,0,24.1,11.2,230,1011,50,10,612.3,2.2,6,30,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T13:00:00,30,36.1,25,74.62,0.1,100,rain,0,0,23.8,20.5,210,1010,50,10,561.2,2,6,30,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T14:00:00,29,33.5,24,74.46,0.6,100,rain,0,0,21.6,22.3,210,1009,50,9,532.8,1.9,5,30,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T15:00:00,28,31.8,24,78.91,3.9,100,rain,0,0,23,16.6,210,1008,88,9,498.9,1.8,5,30,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T16:00:00,26,26,24,88.75,1.6,100,rain,0,0,19.4,13,210,1008,88,9,288,1,3,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T17:00:00,24,24,23,94.15,0.2,100,rain,0,0,15.8,14.8,310,1008,88,3,138.9,0.5,1,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T18:00:00,25,25,24,94.19,0.2,100,rain,0,0,12.6,3.6,157,1009,88,8,39,0.1,0,10,"Rain, Partially cloudy",rain,MPDA
"8.682278, -82.263072",2024-11-19T19:00:00,25,25,24,94.19,0,0,,0,0,7.6,3.6,160,1010,88,9,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-19T20:00:00,25,25,24,94.19,0,0,,0,0,7.2,5.4,280,1010,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-19T21:00:00,25,25,24,94.19,0,0,rain,0,0,8.3,5.4,270,1011,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-19T22:00:00,24,24,24,100,0,0,,0,0,10.1,5.4,250,1012,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,MPDA
"8.682278, -82.263072",2024-11-19T23:00:00,20.7,20.7,20.5,98.77,0,0,,0,0,11.2,1.8,32.2,1014,97.5,24.1,0,0,0,10,Overcast,cloudy,remote
"8.682278, -82.263072",2024-11-20T00:00:00,20.8,20.8,20.6,98.78,0.1,100,rain,0,0,10.8,2.2,25.1,1014,98.3,24.1,0,0,0,10,"Rain, Overcast",rain,remote
"8.682278, -82.263072",2024-11-20T01:00:00,20,20,19.9,99.38,0,0,,0,0,10.1,3.6,16.1,1014,99.1,24.1,0,0,0,10,Overcast,cloudy,remote
